Fuels,Country,year,Energy Consumption-EJ
Coal,Asia Pacific,2018,119.6154984
Coal,Asia Pacific,2019,122.218429
Coal,CIS,1978,14.47070624
Coal,CIS,1979,14.57544785
Coal,CIS,1980,14.13176488
Coal,CIS,1981,14.04210198
Coal,CIS,1982,14.25717743
Coal,CIS,1983,14.29375044
Coal,CIS,1984,14.15884395
Coal,CIS,1985,10.27569258
Coal,CIS,1986,10.61373379
Coal,CIS,1987,10.79580786
Coal,CIS,1988,10.71928521
Coal,CIS,1989,10.35257164
Coal,CIS,1990,9.622957478
Coal,CIS,1991,8.91258701
Coal,CIS,1992,8.394359803
Coal,CIS,1993,7.565430729
Coal,CIS,1994,6.770018498
Coal,CIS,1995,6.257733338
Coal,CIS,1996,6.054474542
Coal,CIS,1997,5.519029917
Coal,CIS,1998,5.210581283
Coal,CIS,1999,5.177705254
Coal,CIS,2000,5.271502686
Coal,CIS,2001,5.333788246
Coal,CIS,2002,5.372543821
Coal,CIS,2003,5.491214414
Coal,CIS,2004,5.384135477
Coal,CIS,2005,5.18463591
Coal,CIS,2006,5.344763375
Coal,CIS,2007,5.336853531
Coal,CIS,2008,5.743529441
Coal,CIS,2009,5.262911589
Coal,CIS,2010,5.29933381
Coal,CIS,2011,5.58260078
Coal,CIS,2012,5.841208357
Coal,CIS,2013,5.519364185
Coal,CIS,2014,5.384652591
Coal,CIS,2015,5.455627889
Coal,CIS,2016,5.315368688
Coal,CIS,2017,5.216559919
Coal,CIS,2018,5.54263983
Coal,CIS,2019,5.529885472
Coal,Europe,1978,19.93300163
Coal,Europe,1979,20.8021252
Coal,Europe,1980,21.19153646
Coal,Europe,1981,20.83265513
Coal,Europe,1982,20.94973024
Coal,Europe,1983,21.24137523
Coal,Europe,1984,21.20519908
Coal,Europe,1985,26.0618518
Coal,Europe,1986,25.84082924
Coal,Europe,1987,26.04888595
Coal,Europe,1988,25.51318637
Coal,Europe,1989,25.19621408
Coal,Europe,1990,23.97043958
Coal,Europe,1991,22.58273757
Coal,Europe,1992,21.27105045
Coal,Europe,1993,19.86878179
Coal,Europe,1994,18.72704684
Coal,Europe,1995,18.52648537
Coal,Europe,1996,17.99941781
Coal,Europe,1997,17.50578822
Coal,Europe,1998,17.03081246
Coal,Europe,1999,16.08880556
Coal,Europe,2000,16.55625026
Coal,Europe,2001,16.40501154
Coal,Europe,2002,16.39625313
Coal,Europe,2003,17.04865011
Coal,Europe,2004,16.76642807
Coal,Europe,2005,16.36927024
Coal,Europe,2006,17.13942637
Coal,Europe,2007,17.36262851
Coal,Europe,2008,16.37948902
Coal,Europe,2009,14.6717103
Coal,Europe,2010,15.33534667
Coal,Europe,2011,15.98571395
Coal,Europe,2012,16.34388653
Coal,Europe,2013,15.80564287
Coal,Europe,2014,14.84388047
Coal,Europe,2015,14.19977147
Coal,Europe,2016,13.68382331
Coal,Europe,2017,13.22829303
Coal,Europe,2018,12.9152856
Coal,Europe,2019,11.3467701
Coal,Middle East,1978,0.033308464
Coal,Middle East,1979,0.047833269
Coal,Middle East,1980,0.050401117
Coal,Middle East,1981,0.042269933
Coal,Middle East,1982,0.07999769
Coal,Middle East,1983,0.097232945
Coal,Middle East,1984,0.112164917
Coal,Middle East,1985,0.117867384
Coal,Middle East,1986,0.125769443
Coal,Middle East,1987,0.130686924
Coal,Middle East,1988,0.128129124
Coal,Middle East,1989,0.124396527
Coal,Middle East,1990,0.128975044
Coal,Middle East,1991,0.149962052
Coal,Middle East,1992,0.169698712
Coal,Middle East,1993,0.198495811
Coal,Middle East,1994,0.207680124
Coal,Middle East,1995,0.221185483
Coal,Middle East,1996,0.260446012
Coal,Middle East,1997,0.279876676
Coal,Middle East,1998,0.304289709
Coal,Middle East,1999,0.297280652
Coal,Middle East,2000,0.322142109
Coal,Middle East,2001,0.362576794
Coal,Middle East,2002,0.38037033
Coal,Middle East,2003,0.397030704
Coal,Middle East,2004,0.403451246
Coal,Middle East,2005,0.410577479
Coal,Middle East,2006,0.41007021
Coal,Middle East,2007,0.415429672
Coal,Middle East,2008,0.404017045
Coal,Middle East,2009,0.401284319
Coal,Middle East,2010,0.420506409
Coal,Middle East,2011,0.429621041
Coal,Middle East,2012,0.499232738
Coal,Middle East,2013,0.468279428
Coal,Middle East,2014,0.469928855
Coal,Middle East,2015,0.439308447
Coal,Middle East,2016,0.404953703
Coal,Middle East,2017,0.399302839
Coal,Middle East,2018,0.385401779
Coal,Middle East,2019,0.399434017
Coal,North America,1978,14.70016885
Coal,North America,1979,15.93264475
Coal,North America,1980,16.48407465
Coal,North America,1981,16.97813999
Coal,North America,1982,16.46158452
Coal,North America,1983,17.09636585
Coal,North America,1984,18.39495067
Coal,North America,1985,18.76828587
Coal,North America,1986,18.48074275
Coal,North America,1987,19.30365154
Coal,North America,1988,20.21872519
Coal,North America,1989,20.45393081
Coal,North America,1990,20.49422973
Coal,North America,1991,20.27183296
Coal,North America,1992,20.4250412
Coal,North America,1993,21.03139754
Coal,North America,1994,21.19835069
Coal,North America,1995,21.44716454
Coal,North America,1996,22.41623267
Coal,North America,1997,22.91216007
Coal,North America,1998,23.20999548
Coal,North America,1999,23.13274802
Coal,North America,2000,24.18645101
Coal,North America,2001,23.59721577
Coal,North America,2002,23.79827108
Coal,North America,2003,24.08094558
Coal,North America,2004,24.15443792
Coal,North America,2005,24.5875731
Coal,North America,2006,24.23540499
Coal,North America,2007,24.54359388
Coal,North America,2008,24.09303869
Coal,North America,2009,21.15092825
Coal,North America,2010,22.4520624
Coal,North America,2011,21.2485724
Coal,North America,2012,18.83814076
Coal,North America,2013,19.48329392
Coal,North America,2014,19.39348403
Coal,North America,2015,16.94884003
Coal,North America,2016,15.56149294
Coal,North America,2017,15.28498459
Coal,North America,2018,14.49978905
Coal,North America,2019,12.4067919
Coal,South & Central America,1978,0.401643833
Coal,South & Central America,1979,0.424784885
Coal,South & Central America,1980,0.450363096
Coal,South & Central America,1981,0.444649635
Coal,South & Central America,1982,0.447212318
Coal,South & Central America,1983,0.497464383
Coal,South & Central America,1984,0.571187678
Coal,South & Central America,1985,0.661832085
Coal,South & Central America,1986,0.668349971
Coal,South & Central America,1987,0.736732116
Coal,South & Central America,1988,0.730019687
Coal,South & Central America,1989,0.78839783
Coal,South & Central America,1990,0.662348775
Coal,South & Central America,1991,0.700973902
Coal,South & Central America,1992,0.735350545
Coal,South & Central America,1993,0.745069574
Coal,South & Central America,1994,0.789649887
Coal,South & Central America,1995,0.802069938
Coal,South & Central America,1996,0.824934558
Coal,South & Central America,1997,0.885281316
Coal,South & Central America,1998,0.868826405
Coal,South & Central America,1999,0.862531865
Coal,South & Central America,2000,0.877884105
Coal,South & Central America,2001,0.830465409
Coal,South & Central America,2002,0.8184169
Coal,South & Central America,2003,0.882302189
Coal,South & Central America,2004,0.938249924
Coal,South & Central America,2005,0.882634243
Coal,South & Central America,2006,1.023623264
Coal,South & Central America,2007,1.089941625
Coal,South & Central America,2008,1.157887308
Coal,South & Central America,2009,0.975781003
Coal,South & Central America,2010,1.18509055
Coal,South & Central America,2011,1.264199052
Coal,South & Central America,2012,1.328302452
Coal,South & Central America,2013,1.449646915
Coal,South & Central America,2014,1.524605832
Coal,South & Central America,2015,1.500794603
Coal,South & Central America,2016,1.457150753
Coal,South & Central America,2017,1.426864149
Coal,South & Central America,2018,1.429960903
Coal,South & Central America,2019,1.483349094
Gas,Africa,1978,0.350531632
Gas,Africa,1979,0.535834137
Gas,Africa,1980,0.672890318
Gas,Africa,1981,0.822568161
Gas,Africa,1982,0.888240775
Gas,Africa,1983,0.976591249
Gas,Africa,1984,0.93565001
Gas,Africa,1985,1.00383389
Gas,Africa,1986,1.12777633
Gas,Africa,1987,1.164183686
Gas,Africa,1988,1.290400346
Gas,Africa,1989,1.337295748
Gas,Africa,1990,1.435123384
Gas,Africa,1991,1.445888134
Gas,Africa,1992,1.516572926
Gas,Africa,1993,1.485518318
Gas,Africa,1994,1.554580628
Gas,Africa,1995,1.660476592
Gas,Africa,1996,1.743090293
Gas,Africa,1997,1.708111931
Gas,Africa,1998,1.797613153
Gas,Africa,1999,1.814470573
Gas,Africa,2000,2.004560466
Gas,Africa,2001,2.313598112
Gas,Africa,2002,2.452550837
Gas,Africa,2003,2.605408064
Gas,Africa,2004,2.836419185
Gas,Africa,2005,2.942487317
Gas,Africa,2006,3.070838839
Gas,Africa,2007,3.269021097
Gas,Africa,2008,3.412028425
Gas,Africa,2009,3.440749025
Gas,Africa,2010,3.561003543
Gas,Africa,2011,3.859499605
Gas,Africa,2012,4.143867141
Gas,Africa,2013,4.198677098
Gas,Africa,2014,4.316121372
Gas,Africa,2015,4.624571389
Gas,Africa,2016,4.752819408
Gas,Africa,2017,5.043189901
Gas,Africa,2018,5.3572674
Gas,Africa,2019,5.404600526
Gas,Asia Pacific,1978,2.158475218
Gas,Asia Pacific,1979,2.467273337
Gas,Asia Pacific,1980,2.648292351
Gas,Asia Pacific,1981,2.677326216
Gas,Asia Pacific,1982,2.784841749
Gas,Asia Pacific,1983,3.075303688
Gas,Asia Pacific,1984,3.597818588
Gas,Asia Pacific,1985,3.909710352
Gas,Asia Pacific,1986,4.268408768
Gas,Asia Pacific,1987,4.531141885
Gas,Asia Pacific,1988,4.832488891
Gas,Asia Pacific,1989,5.073389296
Gas,Asia Pacific,1990,5.472770916
Gas,Asia Pacific,1991,6.004665567
Gas,Asia Pacific,1992,6.412825568
Gas,Asia Pacific,1993,6.719743091
Gas,Asia Pacific,1994,7.315180833
Gas,Asia Pacific,1995,7.662551742
Gas,Asia Pacific,1996,8.365556205
Gas,Asia Pacific,1997,9.038775605
Gas,Asia Pacific,1998,9.244216289
Gas,Asia Pacific,1999,9.982579106
Gas,Asia Pacific,2000,10.74351329
Gas,Asia Pacific,2001,11.40007076
Gas,Asia Pacific,2002,11.92840693
Gas,Asia Pacific,2003,12.91845031
Gas,Asia Pacific,2004,13.6882778
Gas,Asia Pacific,2005,14.70528108
Gas,Asia Pacific,2006,15.82267361
Gas,Asia Pacific,2007,17.04234213
Gas,Asia Pacific,2008,18.13433035
Gas,Asia Pacific,2009,18.56339155
Gas,Asia Pacific,2010,20.79590826
Gas,Asia Pacific,2011,22.43524875
Gas,Asia Pacific,2012,23.91794605
Gas,Asia Pacific,2013,24.78868331
Gas,Asia Pacific,2014,25.51612895
Gas,Asia Pacific,2015,25.92745401
Gas,Asia Pacific,2016,26.55166435
Gas,Asia Pacific,2017,27.94050096
Gas,Asia Pacific,2018,29.91720783
Gas,Asia Pacific,2019,31.31727197
Gas,CIS,1978,12.40731263
Gas,CIS,1979,13.17096516
Gas,CIS,1980,13.57478589
Gas,CIS,1981,14.37495369
Gas,CIS,1982,15.51765018
Gas,CIS,1983,16.63881932
Gas,CIS,1984,18.15544194
Gas,CIS,1985,15.62894842
Gas,CIS,1986,16.04088534
Gas,CIS,1987,16.91317937
Gas,CIS,1988,17.82414662
Gas,CIS,1989,18.22346758
Gas,CIS,1990,18.39538383
Gas,CIS,1991,18.73801151
Gas,CIS,1992,18.18789041
Gas,CIS,1993,18.00462618
Gas,CIS,1994,16.91134298
Gas,CIS,1995,16.41163781
Gas,CIS,1996,16.60339211
Gas,CIS,1997,15.3887131
Gas,CIS,1998,15.97023438
Gas,CIS,1999,16.13585663
Gas,CIS,2000,16.28013253
Gas,CIS,2001,16.69576451
Gas,CIS,2002,16.81417977
Gas,CIS,2003,17.11734833
Gas,CIS,2004,17.70656998
Gas,CIS,2005,18.02652085
Gas,CIS,2006,18.73431475
Gas,CIS,2007,19.13740693
Gas,CIS,2008,18.76545628
Gas,CIS,2009,17.99804057
Gas,CIS,2010,19.12621357
Gas,CIS,2011,19.78227647
Gas,CIS,2012,19.62824606
Gas,CIS,2013,19.34445373
Gas,CIS,2014,19.4373107
Gas,CIS,2015,19.07885265
Gas,CIS,2016,19.39512374
Gas,CIS,2017,19.78528756
Gas,CIS,2018,20.96167462
Gas,CIS,2019,20.65414778
Gas,Europe,1978,9.588088025
Gas,Europe,1979,10.12295481
Gas,Europe,1980,10.11183372
Gas,Europe,1981,10.0124379
Gas,Europe,1982,9.821834545
Gas,Europe,1983,10.21337535
Gas,Europe,1984,10.69833477
Gas,Europe,1985,14.49525831
Gas,Europe,1986,14.8655163
Gas,Europe,1987,15.52203162
Gas,Europe,1988,15.65608724
Gas,Europe,1989,16.09092416
Gas,Europe,1990,17.37691401
Gas,Europe,1991,17.59298495
Gas,Europe,1992,16.62826998
Gas,Europe,1993,16.71196913
Gas,Europe,1994,16.23050384
Gas,Europe,1995,17.14673533
Gas,Europe,1996,18.99808282
Gas,Europe,1997,18.56136889
Gas,Europe,1998,18.82993287
Gas,Europe,1999,19.57994133
Gas,Europe,2000,20.10580984
Gas,Europe,2001,20.50058849
Gas,Europe,2002,20.56579824
Gas,Europe,2003,21.49477464
Gas,Europe,2004,22.01642618
Gas,Europe,2005,22.5918479
Gas,Europe,2006,22.42229836
Gas,Europe,2007,22.22513325
Gas,Europe,2008,22.53240574
Gas,Europe,2009,20.78814527
Gas,Europe,2010,22.42552244
Gas,Europe,2011,20.89473246
Gas,Europe,2012,20.36504701
Gas,Europe,2013,19.9574478
Gas,Europe,2014,18.00130429
Gas,Europe,2015,18.32986799
Gas,Europe,2016,19.34748819
Gas,Europe,2017,20.12077642
Gas,Europe,2018,19.72804215
Gas,Europe,2019,19.94882508
Gas,Middle East,1978,0.841968904
Gas,Middle East,1979,1.140370024
Gas,Middle East,1980,1.141273126
Gas,Middle East,1981,1.23643938
Gas,Middle East,1982,1.38233474
Gas,Middle East,1983,1.414224954
Gas,Middle East,1984,1.816101446
Gas,Middle East,1985,1.959811962
Gas,Middle East,1986,2.372572344
Gas,Middle East,1987,2.601626334
Gas,Middle East,1988,2.894550887
Gas,Middle East,1989,3.264936496
Gas,Middle East,1990,3.444525667
Gas,Middle East,1991,3.603610961
Gas,Middle East,1992,4.118492018
Gas,Middle East,1993,3.858290476
Gas,Middle East,1994,4.463507224
Gas,Middle East,1995,4.908429837
Gas,Middle East,1996,5.118206916
Gas,Middle East,1997,5.410307418
Gas,Middle East,1998,5.839180378
Gas,Middle East,1999,6.228977887
Gas,Middle East,2000,6.598607086
Gas,Middle East,2001,7.014391397
Gas,Middle East,2002,7.7260767
Gas,Middle East,2003,8.11248663
Gas,Middle East,2004,8.936159516
Gas,Middle East,2005,9.58664675
Gas,Middle East,2006,10.14755026
Gas,Middle East,2007,11.0152278
Gas,Middle East,2008,12.13524811
Gas,Middle East,2009,12.50183591
Gas,Middle East,2010,13.68289956
Gas,Middle East,2011,14.33123807
Gas,Middle East,2012,14.78900005
Gas,Middle East,2013,15.23861486
Gas,Middle East,2014,16.1091256
Gas,Middle East,2015,17.21713195
Gas,Middle East,2016,18.02693508
Gas,Middle East,2017,18.79753867
Gas,Middle East,2018,19.64927547
Gas,Middle East,2019,20.1007057
Gas,North America,1978,21.38238959
Gas,North America,1979,22.17307122
Gas,North America,1980,21.8084139
Gas,North America,1981,21.35933035
Gas,North America,1982,20.20634301
Gas,North America,1983,19.07252462
Gas,North America,1984,20.38057705
Gas,North America,1985,19.84471038
Gas,North America,1986,18.6025664
Gas,North America,1987,19.63748217
Gas,North America,1988,20.62113309
Gas,North America,1989,21.87347662
Gas,North America,1990,21.87499914
Gas,North America,1991,22.35003934
Gas,North America,1992,23.13524934
Gas,North America,1993,23.77715792
Gas,North America,1994,24.40670306
Gas,North America,1995,25.41330293
Gas,North America,1996,25.8741474
Gas,North America,1997,26.06668582
Gas,North America,1998,25.7189532
Gas,North America,1999,26.00082449
Gas,North America,2000,27.12688876
Gas,North America,2001,25.95206661
Gas,North America,2002,26.95127628
Gas,North America,2003,26.51343359
Gas,North America,2004,26.65689974
Gas,North America,2005,26.4402349
Gas,North America,2006,26.28407702
Gas,North America,2007,27.79497321
Gas,North America,2008,28.01606512
Gas,North America,2009,27.69707033
Gas,North America,2010,28.89068007
Gas,North America,2011,29.75581805
Gas,North America,2012,30.92351304
Gas,North America,2013,32.00694225
Gas,North America,2014,32.78525951
Gas,North America,2015,33.62815657
Gas,North America,2016,33.77935175
Gas,North America,2017,33.67250344
Gas,North America,2018,36.92864453
Gas,North America,2019,38.07449794
Gas,South & Central America,1978,1.134738554
Gas,South & Central America,1979,1.221073138
Gas,South & Central America,1980,1.2992644
Gas,South & Central America,1981,1.339368532
Gas,South & Central America,1982,1.486309398
Gas,South & Central America,1983,1.539207943
Gas,South & Central America,1984,1.661648988
Gas,South & Central America,1985,1.696946583
Gas,South & Central America,1986,1.833838742
Gas,South & Central America,1987,1.840503335
Gas,South & Central America,1988,1.996574741
Gas,South & Central America,1989,2.070437887
Gas,South & Central America,1990,2.144196876
Gas,South & Central America,1991,2.178565845
Gas,South & Central America,1992,2.241155532
Gas,South & Central America,1993,2.411406113
Gas,South & Central America,1994,2.534151592
Gas,South & Central America,1995,2.787640985
Gas,South & Central America,1996,3.085914656
Gas,South & Central America,1997,3.14965307
Gas,South & Central America,1998,3.376319049
Gas,South & Central America,1999,3.330810745
Gas,South & Central America,2000,3.540012311
Gas,South & Central America,2001,3.714857957
Gas,South & Central America,2002,3.752075579
Gas,South & Central America,2003,3.94526499
Gas,South & Central America,2004,4.407233473
Gas,South & Central America,2005,4.577008453
Gas,South & Central America,2006,4.950513385
Gas,South & Central America,2007,5.081121241
Gas,South & Central America,2008,5.091967964
Gas,South & Central America,2009,4.890385903
Gas,South & Central America,2010,5.30203947
Gas,South & Central America,2011,5.476673203
Gas,South & Central America,2012,5.824399997
Gas,South & Central America,2013,6.023184189
Gas,South & Central America,2014,6.214055508
Gas,South & Central America,2015,6.402299898
Gas,South & Central America,2016,6.270643999
Gas,South & Central America,2017,6.348409167
Gas,South & Central America,2018,6.117720291
Gas,South & Central America,2019,5.952721107
Oil,Africa,1978,2.657353228
Oil,Africa,1979,2.833672536
Oil,Africa,1980,2.998350247
Oil,Africa,1981,3.190958232
Oil,Africa,1982,3.34994324
Oil,Africa,1983,3.463728129
Oil,Africa,1984,3.537495142
Oil,Africa,1985,3.61703254
Oil,Africa,1986,3.563445293
Oil,Africa,1987,3.74359888
Oil,Africa,1988,3.918183682
Oil,Africa,1989,4.062759892
Oil,Africa,1990,4.12692607
Oil,Africa,1991,4.155497361
Oil,Africa,1992,4.25137211
Oil,Africa,1993,4.300878102
Oil,Africa,1994,4.400074707
Oil,Africa,1995,4.553974689
Oil,Africa,1996,4.667258266
Oil,Africa,1997,4.793833387
Oil,Africa,1998,4.909741668
Oil,Africa,1999,5.086056238
Oil,Africa,2000,5.114313707
Oil,Africa,2001,5.180285836
Oil,Africa,2002,5.274392282
Oil,Africa,2003,5.415338909
Oil,Africa,2004,5.673156576
Oil,Africa,2005,5.959170492
Oil,Africa,2006,6.000113217
Oil,Africa,2007,6.20085715
Oil,Africa,2008,6.549066276
Oil,Africa,2009,6.787939446
Oil,Africa,2010,7.127721645
Oil,Africa,2011,6.934442063
Oil,Africa,2012,7.311970003
Oil,Africa,2013,7.573095873
Oil,Africa,2014,7.699941539
Oil,Africa,2015,7.874370484
Oil,Africa,2016,7.94515305
Oil,Africa,2017,7.990910258
Oil,Africa,2018,8.07404612
Oil,Africa,2019,8.278639844
Oil,Asia Pacific,1978,22.64535357
Oil,Asia Pacific,1979,23.23711706
Oil,Asia Pacific,1980,22.03474293
Oil,Asia Pacific,1981,21.40759019
Oil,Asia Pacific,1982,20.73582558
Oil,Asia Pacific,1983,21.04115203
Oil,Asia Pacific,1984,21.84273434
Oil,Asia Pacific,1985,21.78819217
Oil,Asia Pacific,1986,22.65211708
Oil,Asia Pacific,1987,23.38541634
Oil,Asia Pacific,1988,25.40212543
Oil,Asia Pacific,1989,26.96125113
Oil,Asia Pacific,1990,28.48358598
Oil,Asia Pacific,1991,29.71719451
Oil,Asia Pacific,1992,31.72608965
Oil,Asia Pacific,1993,33.11789363
Oil,Asia Pacific,1994,35.07696075
Oil,Asia Pacific,1995,37.22294901
Oil,Asia Pacific,1996,39.03286655
Oil,Asia Pacific,1997,40.92475845
Oil,Asia Pacific,1998,40.00002563
Oil,Asia Pacific,1999,41.86893723
Oil,Asia Pacific,2000,43.0928554
Oil,Asia Pacific,2001,43.36186328
Oil,Asia Pacific,2002,44.75555148
Oil,Asia Pacific,2003,46.61279283
Oil,Asia Pacific,2004,49.20545056
Oil,Asia Pacific,2005,49.60060587
Oil,Asia Pacific,2006,50.76194875
Oil,Asia Pacific,2007,52.45548812
Oil,Asia Pacific,2008,52.23175137
Oil,Asia Pacific,2009,52.65564926
Oil,Asia Pacific,2010,55.97250081
Oil,Asia Pacific,2011,57.74959479
Oil,Asia Pacific,2012,60.17664225
Oil,Asia Pacific,2013,61.17142041
Oil,Asia Pacific,2014,62.1266529
Oil,Asia Pacific,2015,64.5019137
Oil,Asia Pacific,2016,66.8843866
Oil,Asia Pacific,2017,68.8243571
Oil,Asia Pacific,2018,70.26730897
Oil,Asia Pacific,2019,71.53934266
Oil,CIS,1978,16.88077947
Oil,CIS,1979,17.17683685
Oil,CIS,1980,18.00612623
Oil,CIS,1981,18.16311909
Oil,CIS,1982,18.03052245
Oil,CIS,1983,17.7671458
Oil,CIS,1984,17.76970658
Oil,CIS,1985,14.20877663
Oil,CIS,1986,14.39080253
Oil,CIS,1987,14.3822197
Oil,CIS,1988,14.38244227
Oil,CIS,1989,14.45682746
Oil,CIS,1990,14.29318366
Oil,CIS,1991,13.87730521
Oil,CIS,1992,13.00358532
Oil,CIS,1993,10.69069491
Oil,CIS,1994,9.261217599
Oil,CIS,1995,8.167303434
Oil,CIS,1996,7.171888398
Oil,CIS,1997,7.073891531
Oil,CIS,1998,6.78980804
Oil,CIS,1999,6.809126085
Oil,CIS,2000,6.74377954
Oil,CIS,2001,6.778575969
Oil,CIS,2002,6.613670235
Oil,CIS,2003,6.925262379
Oil,CIS,2004,6.89415568
Oil,CIS,2005,6.848712475
Oil,CIS,2006,7.149129212
Oil,CIS,2007,7.149976832
Oil,CIS,2008,7.30827586
Oil,CIS,2009,7.017783334
Oil,CIS,2010,7.18480991
Oil,CIS,2011,7.717085346
Oil,CIS,2012,7.923299424
Oil,CIS,2013,7.832355335
Oil,CIS,2014,8.203080727
Oil,CIS,2015,7.87714877
Oil,CIS,2016,8.058850869
Oil,CIS,2017,7.982474467
Oil,CIS,2018,8.244764356
Oil,CIS,2019,8.372364253
Oil,Europe,1978,35.28260594
Oil,Europe,1979,36.08741794
Oil,Europe,1980,33.65539565
Oil,Europe,1981,31.35980454
Oil,Europe,1982,29.83554047
Oil,Europe,1983,29.00750496
Oil,Europe,1984,29.17838864
Oil,Europe,1985,32.63838
Oil,Europe,1986,33.64309062
Oil,Europe,1987,33.79945088
Oil,Europe,1988,33.96731033
Oil,Europe,1989,33.8502294
Oil,Europe,1990,34.41851496
Oil,Europe,1991,33.94012623
Oil,Europe,1992,33.35411175
Oil,Europe,1993,32.36614742
Oil,Europe,1994,32.18707905
Oil,Europe,1995,32.71835552
Oil,Europe,1996,33.30836254
Oil,Europe,1997,33.42972306
Oil,Europe,1998,34.22356211
Oil,Europe,1999,33.86190267
Oil,Europe,2000,33.46905551
Oil,Europe,2001,34.01094685
Oil,Europe,2002,33.86762194
Oil,Europe,2003,34.06178254
Oil,Europe,2004,34.39533661
Oil,Europe,2005,34.5921793
Oil,Europe,2006,34.70776569
Oil,Europe,2007,34.00897283
Oil,Europe,2008,33.68468823
Oil,Europe,2009,32.01868237
Oil,Europe,2010,31.65359412
Oil,Europe,2011,30.78967843
Oil,Europe,2012,29.76343738
Oil,Europe,2013,29.23197683
Oil,Europe,2014,28.64224294
Oil,Europe,2015,29.33002637
Oil,Europe,2016,30.04490801
Oil,Europe,2017,30.60023456
Oil,Europe,2018,30.45603726
Oil,Europe,2019,30.40247033
Oil,Middle East,1978,3.687377874
Oil,Middle East,1979,4.188757852
Oil,Middle East,1980,4.007716815
Oil,Middle East,1981,4.389025467
Oil,Middle East,1982,4.822347067
Oil,Middle East,1983,5.377456837
Oil,Middle East,1984,5.86668621
Oil,Middle East,1985,6.217090873
Oil,Middle East,1986,6.164815728
Oil,Middle East,1987,6.515618964
Oil,Middle East,1988,6.806576982
Oil,Middle East,1989,6.994803773
Oil,Middle East,1990,7.133807957
Oil,Middle East,1991,7.478437136
Oil,Middle East,1992,7.904420722
Oil,Middle East,1993,8.48290582
Oil,Middle East,1994,9.381464589
Oil,Middle East,1995,9.397862792
Oil,Middle East,1996,9.620354222
Oil,Middle East,1997,10.05861744
Oil,Middle East,1998,9.855618753
Oil,Middle East,1999,9.815610381
Oil,Middle East,2000,10.26405918
Oil,Middle East,2001,10.64190213
Oil,Middle East,2002,10.86013048
Oil,Middle East,2003,11.28146138
Oil,Middle East,2004,11.95756235
Oil,Middle East,2005,12.77160172
Oil,Middle East,2006,13.34270814
Oil,Middle East,2007,13.85058241
Oil,Middle East,2008,14.70943881
Oil,Middle East,2009,15.19608107
Oil,Middle East,2010,15.46470137
Oil,Middle East,2011,15.92480062
Oil,Middle East,2012,16.61278743
Oil,Middle East,2013,17.09075464
Oil,Middle East,2014,17.23558033
Oil,Middle East,2015,17.17910206
Oil,Middle East,2016,17.51424418
Oil,Middle East,2017,17.33663195
Oil,Middle East,2018,17.31240653
Oil,Middle East,2019,17.80391634
Oil,North America,1978,43.29547298
Oil,North America,1979,42.79535839
Oil,North America,1980,40.24716311
Oil,North America,1981,37.91341403
Oil,North America,1982,35.92401856
Oil,North America,1983,35.47067068
Oil,North America,1984,36.7221521
Oil,North America,1985,36.7034154
Oil,North America,1986,38.01569093
Oil,North America,1987,38.93359769
Oil,North America,1988,40.45953758
Oil,North America,1989,40.76784444
Oil,North America,1990,40.09594266
Oil,North America,1991,39.32210059
Oil,North America,1992,40.10010214
Oil,North America,1993,40.39067953
Oil,North America,1994,41.58768956
Oil,North America,1995,41.39794089
Oil,North America,1996,42.8327514
Oil,North America,1997,43.56125063
Oil,North America,1998,44.43939295
Oil,North America,1999,45.50978202
Oil,North America,2000,46.10445382
Oil,North America,2001,46.03501034
Oil,North America,2002,46.0028336
Oil,North America,2003,46.82134469
Oil,North America,2004,48.54324248
Oil,North America,2005,48.65472701
Oil,North America,2006,48.04528666
Oil,North America,2007,48.07664807
Oil,North America,2008,45.37046124
Oil,North America,2009,43.06993108
Oil,North America,2010,43.95090321
Oil,North America,2011,43.40522871
Oil,North America,2012,42.56699685
Oil,North America,2013,43.02995954
Oil,North America,2014,43.17246733
Oil,North America,2015,43.73552562
Oil,North America,2016,44.09177202
Oil,North America,2017,44.32410847
Oil,North America,2018,45.18130321
Oil,North America,2019,44.77949219
Oil,South & Central America,1978,6.683812601
Oil,South & Central America,1979,6.967468827
Oil,South & Central America,1980,7.128443055
Oil,South & Central America,1981,7.041138431
Oil,South & Central America,1982,6.814271067
Oil,South & Central America,1983,6.559701306
Oil,South & Central America,1984,6.542387812
Oil,South & Central America,1985,6.468075819
Oil,South & Central America,1986,6.859736374
Oil,South & Central America,1987,7.038136006
Oil,South & Central America,1988,7.194801854
Oil,South & Central America,1989,7.185637547
Oil,South & Central America,1990,7.135120931
Oil,South & Central America,1991,7.197648177
Oil,South & Central America,1992,7.699931749
Oil,South & Central America,1993,7.808055372
Oil,South & Central America,1994,8.271276211
Oil,South & Central America,1995,8.542396512
Oil,South & Central America,1996,8.736192273
Oil,South & Central America,1997,9.24553603
Oil,South & Central America,1998,9.62968588
Oil,South & Central America,1999,9.585444377
Oil,South & Central America,2000,9.641246483
Oil,South & Central America,2001,9.792654633
Oil,South & Central America,2002,9.72681933
Oil,South & Central America,2003,9.476148139
Oil,South & Central America,2004,9.851507146
Oil,South & Central America,2005,10.14016818
Oil,South & Central America,2006,10.51350516
Oil,South & Central America,2007,10.90439561
